Gear_General_Response_Facilitator,Upgrade,1,9
Weapon_MachineGun_Defender_0-Westonmach,Weapon,16,10
Gear_Cockpit_Sensor_Array,Upgrade,5,9
Gear_Cockpit_Sensor_Module,Upgrade,1,9
Gear_Jumpjet_Accelerator,Upgrade,9,10
Gear_Jumpjet_Accelerator_1,Upgrade,6,8
Gear_Jumpjet_Accelerator_2,Upgrade,5,7
Gear_Jumpjet_Accelerator_3,Upgrade,4,5
Gear_Jumpjet_Accelerator_4,Upgrade,3,3
Gear_Jumpjet_Accelerator_5,Upgrade,2,1
Weapon_MachineGun_Defender_1-Westonmach,Weapon,10,8
Weapon_MachineGun_Defender_2-Westonmach,Weapon,8,7
Weapon_MachineGun_Defender_3-Westonmach,Weapon,5,6
Gear_Cockpit_Sensor_Array_1,Upgrade,1,3
Gear_Cockpit_Sensor_Module_1,Upgrade,1,3
Gear_HeatSink_Generic_Coolant_Plant,HeatSink,8,10
Gear_HeatSink_Generic_Coolant_Plant_4x,HeatSink,4,10
Gear_HeatSink_Generic_Coolant_Plant_4x_1,HeatSink,1,5
Gear_HeatSink_Generic_Coolant_Plant_4x_2,HeatSink,1,4
Gear_HeatSink_Generic_Coolant_Plant_4x_3,HeatSink,1,3
Weapon_Reaper_AC_Light,Weapon,5,10
Weapon_Reaper_AC_Heavy,Weapon,5,10
Weapon_Reaper_AC_Sniper,Weapon,5,10
Weapon_Reaper_AC_Light_1,Weapon,2,8
Weapon_Reaper_AC_Heavy_1,Weapon,2,8
Weapon_Reaper_AC_Sniper_1,Weapon,2,8
Weapon_Reaper_UAC_Light,Weapon,3,8
Weapon_Reaper_UAC_Heavy,Weapon,3,8
Weapon_Reaper_UAC_Sniper,Weapon,3,8
Weapon_Reaper_UAC_Light_1,Weapon,2,7
Weapon_Reaper_UAC_Heavy_1,Weapon,2,7
Weapon_Reaper_UAC_Sniper_1,Weapon,2,7
Weapon_Reaper_UAC_Light_2,Weapon,2,6
Weapon_Reaper_UAC_Heavy_2,Weapon,2,6
Weapon_Reaper_UAC_Sniper_2,Weapon,2,6
Weapon_Reaper_UAC_Light_3,Weapon,2,4
Weapon_Reaper_UAC_Heavy_3,Weapon,2,4
Weapon_Reaper_UAC_Sniper_3,Weapon,2,4
Weapon_Reaper_UAC_Heavy_4,Weapon,2,4
Weapon_Reaper_UAC_Heavy_5,Weapon,2,3
Weapon_Shotgun_Rager_Small_Buckshot_Cannon_0-Westonmach,Weapon,5,9
Weapon_Shotgun_Rager_Medium_Buckshot_Cannon_0-Westonmach,Weapon,3,9
Weapon_Shotgun_Rager_Large_Buckshot_Cannon_0-Westonmach,Weapon,2,9
